service	version	controller	method	path_template	path_params	query_params	header_params	body_type	return_type	response_codes	content_types	typing	claim
clouddriver	v5.95.0	NetworkController.list	GET	/networks	-	-	-	-	Map<String, Set<Network>>	-	-	untyped-return	CLAIM-S2-R0398 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/NetworkController.groovy:34
clouddriver	v5.95.0	NetworkController.listByCloudProvider	GET	/networks/{cloudProvider}	cloudProvider	-	-	-	Set<Network>	-	-	typed	CLAIM-S2-R0399 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/NetworkController.groovy:49
clouddriver	v5.95.0	OperationsController.operations [deprecated]	POST	/ops	-	clientRequestId:optional	-	List<Map<String, Map>>	StartOperationResult	-	-	untyped-body	CLAIM-S2-R0400 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/OperationsController.groovy:69
clouddriver	v5.95.0	OperationsController.operation [deprecated]	POST	/ops/{name}	name	clientRequestId:optional	-	Map	StartOperationResult	-	-	untyped-body	CLAIM-S2-R0401 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/OperationsController.groovy:81
clouddriver	v5.95.0	OperationsController.cloudProviderOperations	POST	/{cloudProvider}/ops	cloudProvider	clientRequestId:optional	-	List<Map<String, Map>>	StartOperationResult	-	-	untyped-body	CLAIM-S2-R0402 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/OperationsController.groovy:90
clouddriver	v5.95.0	OperationsController.cloudProviderOperation	POST	/{cloudProvider}/ops/{name}	cloudProvider,name	clientRequestId:optional	-	Map	StartOperationResult	-	-	untyped-body	CLAIM-S2-R0403 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/OperationsController.groovy:99
clouddriver	v5.95.0	OperationsController.updateTask	PATCH	/{cloudProvider}/task/{id}	cloudProvider,id	-	-	Map	StartOperationResult	-	-	untyped-body	CLAIM-S2-R0404 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/OperationsController.groovy:109
clouddriver	v5.95.0	OperationsController.getOwnerName	GET	/{cloudProvider}/task/{id}/owner	cloudProvider,id	-	-	-	TaskOwnerResult	-	-	typed	CLAIM-S2-R0405 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/OperationsController.groovy:136
clouddriver	v5.95.0	OperationsController.restartCloudProviderTask	POST	/{cloudProvider}/task/{id}/restart	cloudProvider,id	-	-	List<Map<String, Map>>	StartOperationResult	-	-	untyped-body	CLAIM-S2-R0406 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/OperationsController.groovy:148
clouddriver	v5.95.0	OperationsController.get	GET	/task/{id}	id	-	-	-	Task	-	-	typed	CLAIM-S2-R0407 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/OperationsController.groovy:170
clouddriver	v5.95.0	OperationsController.list	GET	/task	-	-	-	-	List<Task>	-	-	typed	CLAIM-S2-R0408 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/OperationsController.groovy:179
clouddriver	v5.95.0	OperationsController.resumeTask	POST	/task/{id}:resume	id	-	-	-	StartOperationResult	-	-	typed	CLAIM-S2-R0409 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/OperationsController.groovy:189
clouddriver	v5.95.0	ProjectController.getClusters	GET	/projects/{project}/clusters	project	-	-	-	List<ClusterModel>	-	-	typed	CLAIM-S2-R0410 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/ProjectController.groovy:52
clouddriver	v5.95.0	ReservationReportController.getReservationReports	GET	/reports/reservation	-	filters:required	-	-	Collection<ReservationReport>	-	-	typed	CLAIM-S2-R0411 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/ReservationReportController.groovy:34
clouddriver	v5.95.0	ReservationReportController.getReservationReportsByName	GET	/reports/reservation/{name}	name	filters:required	-	-	Collection<ReservationReport>	-	-	typed	CLAIM-S2-R0412 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/ReservationReportController.groovy:39
clouddriver	v5.95.0	SearchController.search	GET	/search	-	q:optional,type:required,platform:optional,pageSize:optional,page:optional	-	-	List<SearchResultSet>	-	-	typed	CLAIM-S2-R0413 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/SearchController.groovy:56
clouddriver	v5.95.0	SecurityGroupController.list	GET	/securityGroups	-	-	-	-	Map<String, Map<String, Map<String, Set<SecurityGroupSummary>>>>	-	-	untyped-return	CLAIM-S2-R0414 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/SecurityGroupController.groovy:47
clouddriver	v5.95.0	SecurityGroupController.listByAccount	GET	/securityGroups/{account}	account	-	-	-	Map<String, Map<String, Set<SecurityGroupSummary>>>	-	-	untyped-return	CLAIM-S2-R0415 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/SecurityGroupController.groovy:71
clouddriver	v5.95.0	SecurityGroupController.listByAccountAndRegion	GET	/securityGroups/{account}	account	region:required	-	-	Map<String, Set<SecurityGroupSummary>>	-	-	untyped-return	CLAIM-S2-R0416 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/SecurityGroupController.groovy:90
clouddriver	v5.95.0	SecurityGroupController.listByAccountAndCloudProvider	GET	/securityGroups/{account}/{cloudProvider}	account,cloudProvider	-	-	-	Map<String, Set<SecurityGroupSummary>>	-	-	untyped-return	CLAIM-S2-R0417 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/SecurityGroupController.groovy:107
clouddriver	v5.95.0	SecurityGroupController.listByAccountAndCloudProviderAndRegion	GET	/securityGroups/{account}/{cloudProvider}	account,cloudProvider	region:required	-	-	Set<SecurityGroupSummary>	-	-	typed	CLAIM-S2-R0418 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/SecurityGroupController.groovy:124
clouddriver	v5.95.0	SecurityGroupController.listByAccountAndCloudProviderAndName	GET	/securityGroups/{account}/{cloudProvider}/{securityGroupName:.+}	account,cloudProvider,securityGroupName	-	-	-	Map<String, Set<SecurityGroupSummary>>	-	-	untyped-return	CLAIM-S2-R0419 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/SecurityGroupController.groovy:139
clouddriver	v5.95.0	SecurityGroupController.get	GET	/securityGroups/{account}/{cloudProvider}/{region}/{securityGroupNameOrId:.+}	account,cloudProvider,region,securityGroupNameOrId	vpcId:optional,getById:optional	-	-	SecurityGroup	-	-	polymorphic	CLAIM-S2-R0420 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/SecurityGroupController.groovy:157
clouddriver	v5.95.0	ServerGroupController.getServerGroupByApplication	GET	/applications/{application}/serverGroups/{account}/{region}/{name:.+}	application,account,region,name	includeDetails:optional	-	-	ServerGroup	-	-	typed	CLAIM-S2-R0421 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/ServerGroupController.groovy:67
clouddriver	v5.95.0	ServerGroupController.getServerGroupByMoniker	GET	/serverGroups/{account}/{region}/{name:.+}	account,region,name	includeDetails:optional	-	-	ServerGroup	-	-	typed	CLAIM-S2-R0422 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/ServerGroupController.groovy:79
clouddriver	v5.95.0	ServerGroupController.list	GET	/applications/{application}/serverGroups	application	expand:optional,cloudProvider:optional,clusters:optional	-	-	List<Object>	-	-	untyped-return	CLAIM-S2-R0423 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/ServerGroupController.groovy:190
clouddriver	v5.95.0	ServerGroupController.getServerGroups	GET	/serverGroups	-	applications:optional,ids:optional,cloudProvider:optional	-	-	List<ServerGroupViewModel>	-	-	typed	CLAIM-S2-R0424 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/ServerGroupController.groovy:212
clouddriver	v5.95.0	SubnetController.list	GET	/subnets	-	-	-	-	Set<Subnet>	-	-	typed	CLAIM-S2-R0425 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/SubnetController.groovy:34
clouddriver	v5.95.0	SubnetController.listByCloudProvider	GET	/subnets/{cloudProvider}	cloudProvider	-	-	-	Set<Subnet>	-	-	typed	CLAIM-S2-R0426 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/SubnetController.groovy:41
clouddriver	v5.95.0	VpcController.list [deprecated]	GET	/vpcs	-	-	-	-	Set<Network>	-	-	typed	CLAIM-S2-R0427 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/groovy/com/netflix/spinnaker/clouddriver/controllers/VpcController.groovy:34
clouddriver	v5.95.0	ArtifactController.list	GET	/artifacts/credentials	-	-	-	-	List<ArtifactCredentials>	-	-	typed	CLAIM-S2-R0428 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/java/com/netflix/spinnaker/clouddriver/controllers/ArtifactController.java:66
clouddriver	v5.95.0	ArtifactController.fetch	PUT	/artifacts/fetch	-	-	-	Artifact	StreamingResponseBody	-	-	typed	CLAIM-S2-R0429 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/java/com/netflix/spinnaker/clouddriver/controllers/ArtifactController.java:76
clouddriver	v5.95.0	ArtifactController.getStoredArtifact	GET	/artifacts/content-address/{application}/{hash}	application,hash	-	-	-	Artifact.StoredView	-	-	typed	CLAIM-S2-R0430 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/java/com/netflix/spinnaker/clouddriver/controllers/ArtifactController.java:90
clouddriver	v5.95.0	ArtifactController.getNames	GET	/artifacts/account/{accountName}/names	accountName	type:required	-	-	List<String>	-	-	typed	CLAIM-S2-R0431 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/java/com/netflix/spinnaker/clouddriver/controllers/ArtifactController.java:99
clouddriver	v5.95.0	ArtifactController.getVersions	GET	/artifacts/account/{accountName}/versions	accountName	type:required,artifactName:required	-	-	List<String>	-	-	typed	CLAIM-S2-R0432 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/java/com/netflix/spinnaker/clouddriver/controllers/ArtifactController.java:108
clouddriver	v5.95.0	CredentialsController.listAccountCredentials	GET	/credentials	-	expand:required	-	-	List<Map<String, Object>>	-	-	untyped-return	CLAIM-S2-R0433 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/java/com/netflix/spinnaker/clouddriver/controllers/CredentialsController.java:66
clouddriver	v5.95.0	CredentialsController.getAccountCredentialsDetails	GET	/credentials/{accountName}	accountName	-	-	-	Map<String, Object>	-	-	untyped-return	CLAIM-S2-R0434 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/java/com/netflix/spinnaker/clouddriver/controllers/CredentialsController.java:75
clouddriver	v5.95.0	CredentialsController.listAccountsByType	GET	/credentials/type/{accountType}	accountType	limit:optional,startingAccountName:optional	-	-	List<? extends CredentialsDefinition>	-	-	polymorphic	CLAIM-S2-R0435 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/java/com/netflix/spinnaker/clouddriver/controllers/CredentialsController.java:116
clouddriver	v5.95.0	CredentialsController.createAccount	POST	/credentials	-	-	-	CredentialsDefinition	CredentialsDefinition	-	-	polymorphic	CLAIM-S2-R0436 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/java/com/netflix/spinnaker/clouddriver/controllers/CredentialsController.java:127
clouddriver	v5.95.0	CredentialsController.saveAccount	PUT	/credentials	-	-	-	CredentialsDefinition	CredentialsDefinition	-	-	polymorphic	CLAIM-S2-R0437 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/java/com/netflix/spinnaker/clouddriver/controllers/CredentialsController.java:134
clouddriver	v5.95.0	CredentialsController.updateAccount	PUT	/credentials/{accountName}	accountName	-	-	CredentialsDefinition	CredentialsDefinition	-	-	polymorphic	CLAIM-S2-R0438 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/java/com/netflix/spinnaker/clouddriver/controllers/CredentialsController.java:141
clouddriver	v5.95.0	CredentialsController.deleteAccount	DELETE	/credentials/{accountName}	accountName	-	-	-	void	-	-	typed	CLAIM-S2-R0439 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/java/com/netflix/spinnaker/clouddriver/controllers/CredentialsController.java:156
clouddriver	v5.95.0	CredentialsController.getAccountHistory	GET	/credentials/{accountName}/history	accountName	-	-	-	List<AccountDefinitionRepository.Revision>	-	-	typed	CLAIM-S2-R0440 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/java/com/netflix/spinnaker/clouddriver/controllers/CredentialsController.java:163
clouddriver	v5.95.0	EntityTagsController.list	GET	/tags	-	cloudProvider:optional,application:optional,entityType:optional,entityId:optional,idPrefix:optional,account:optional,region:optional,namespace:optional,maxResults:optional,allParameters:required	-	-	Collection<EntityTags>	-	-	typed	CLAIM-S2-R0441 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/java/com/netflix/spinnaker/clouddriver/controllers/EntityTagsController.java:50
clouddriver	v5.95.0	EntityTagsController.get	GET	/tags/**	-	-	-	-	EntityTags	-	-	typed	CLAIM-S2-R0442 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/java/com/netflix/spinnaker/clouddriver/controllers/EntityTagsController.java:85
clouddriver	v5.95.0	FunctionController.list	GET	/functions	-	functionName:optional,region:optional,account:optional	-	-	List<Function>	-	-	typed	CLAIM-S2-R0443 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/java/com/netflix/spinnaker/clouddriver/controllers/FunctionController.java:44
clouddriver	v5.95.0	FunctionController.list	GET	/applications/{application}/functions	application	-	-	-	List<Function>	-	-	typed	CLAIM-S2-R0444 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/java/com/netflix/spinnaker/clouddriver/controllers/FunctionController.java:72
clouddriver	v5.95.0	ImageController.getImage	GET	/images/{provider}/{imageId}	provider,imageId	-	-	-	Image	-	-	typed	CLAIM-S2-R0445 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/java/com/netflix/spinnaker/clouddriver/controllers/ImageController.java:36
clouddriver	v5.95.0	ServerGroupManagerController.getForApplication	GET	/applications/{application}/serverGroupManagers	application	-	-	-	Set<ServerGroupManager>	-	-	typed	CLAIM-S2-R0446 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/java/com/netflix/spinnaker/clouddriver/controllers/ServerGroupManagerController.java:55
clouddriver	v5.95.0	ServiceBrokerController.listServices	GET	/servicebroker/{account}/services	account	cloudProvider:required,region:required	-	-	Collection<Service>	-	-	typed	CLAIM-S2-R0447 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/java/com/netflix/spinnaker/clouddriver/controllers/ServiceBrokerController.java:46
clouddriver	v5.95.0	ServiceBrokerController.getServiceInstance	GET	/servicebroker/{account}/serviceInstance	account	cloudProvider:required,region:required,serviceInstanceName:required	-	-	ServiceInstance	-	-	typed	CLAIM-S2-R0448 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/java/com/netflix/spinnaker/clouddriver/controllers/ServiceBrokerController.java:59
clouddriver	v5.95.0	EntityTagsAdminController.reindex	POST	/admin/tags/reindex	-	-	-	-	void	-	-	typed	CLAIM-S2-R0449 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/java/com/netflix/spinnaker/clouddriver/controllers/admin/EntityTagsAdminController.java:43
clouddriver	v5.95.0	EntityTagsAdminController.delta	GET	/admin/tags/delta	-	-	-	-	Map	-	-	untyped-return	CLAIM-S2-R0450 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/java/com/netflix/spinnaker/clouddriver/controllers/admin/EntityTagsAdminController.java:48
clouddriver	v5.95.0	EntityTagsAdminController.reconcile	POST	/admin/tags/reconcile	-	dryRun:optional,cloudProvider:required,account:optional,region:optional	-	-	Map	-	-	untyped-return	CLAIM-S2-R0451 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/java/com/netflix/spinnaker/clouddriver/controllers/admin/EntityTagsAdminController.java:53
clouddriver	v5.95.0	EntityTagsAdminController.deleteByNamespace	POST	/admin/tags/deleteByNamespace/{namespace}	namespace	dryRun:optional,deleteFromSource:optional	-	-	Map	-	-	untyped-return	CLAIM-S2-R0452 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/java/com/netflix/spinnaker/clouddriver/controllers/admin/EntityTagsAdminController.java:63
clouddriver	v5.95.0	EntityTagsAdminController.deleteByTag	POST	/admin/tags/deleteByTag/{tag}	tag	dryRun:optional,deleteFromSource:optional	-	-	Map	-	-	untyped-return	CLAIM-S2-R0453 source:spinnaker/clouddriver@v5.95.0 clouddriver-web/src/main/java/com/netflix/spinnaker/clouddriver/controllers/admin/EntityTagsAdminController.java:74
clouddriver	v5.95.0	YandexClusterController.getScalingActivities	GET	/applications/{application}/clusters/{account}/{clusterName}/yandex/serverGroups/{serverGroupName}/scalingActivities	application,account,clusterName,serverGroupName	region:required	-	-	List<Activity>	200,400,404	-	typed	CLAIM-S2-R0454 source:spinnaker/clouddriver@v5.95.0 clouddriver-yandex/src/main/java/com/netflix/spinnaker/clouddriver/yandex/controller/YandexClusterController.java:53
clouddriver	v5.95.0	YandexImageController.list	GET	/yandex/images/find	-	q:optional,account:optional	-	-	List<YandexImage>	-	-	typed	CLAIM-S2-R0455 source:spinnaker/clouddriver@v5.95.0 clouddriver-yandex/src/main/java/com/netflix/spinnaker/clouddriver/yandex/controller/YandexImageController.java:52
clouddriver	v5.95.0	YandexServiceAccountController.list	GET	/yandex/serviceAcounts/{account}	account	-	-	-	List<YandexCloudServiceAccount>	-	-	typed	CLAIM-S2-R0456 source:spinnaker/clouddriver@v5.95.0 clouddriver-yandex/src/main/java/com/netflix/spinnaker/clouddriver/yandex/controller/YandexServiceAccountController.java:44
front50	v2.41.0	AdminController.recover	POST	/admin/recover	-	-	-	AdminOperations.Recover	void	-	-	typed	CLAIM-S2-R0457 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/AdminController.java:43
front50	v2.41.0	DeliveryController.getAllConfigs	GET	/deliveries	-	-	-	-	Collection<Delivery>	-	-	typed	CLAIM-S2-R0458 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/DeliveryController.java:29
front50	v2.41.0	DeliveryController.getConfigByAppName	GET	/applications/{application}/deliveries	application	-	-	-	Collection<Delivery>	-	-	typed	CLAIM-S2-R0459 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/DeliveryController.java:36
front50	v2.41.0	DeliveryController.getConfigById	GET	/deliveries/{id}	id	-	-	-	Delivery	-	-	typed	CLAIM-S2-R0460 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/DeliveryController.java:43
front50	v2.41.0	DeliveryController.createConfig	POST	/deliveries	-	-	-	Delivery	Delivery	-	-	typed	CLAIM-S2-R0461 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/DeliveryController.java:50
front50	v2.41.0	DeliveryController.upsertConfig	PUT	/deliveries/{id}	id	-	-	Delivery	Delivery	-	-	typed	CLAIM-S2-R0462 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/DeliveryController.java:57
front50	v2.41.0	DeliveryController.deleteConfig	DELETE	/applications/{application}/deliveries/{id}	application,id	-	-	-	void	-	-	typed	CLAIM-S2-R0463 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/DeliveryController.java:75
front50	v2.41.0	NotificationController.list	GET	/notifications	-	-	-	-	Collection<Notification>	-	-	untyped-return	CLAIM-S2-R0464 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/NotificationController.java:33
front50	v2.41.0	NotificationController.getGlobal	GET	/notifications/global	-	-	-	-	Notification	-	-	untyped-return	CLAIM-S2-R0465 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/NotificationController.java:38
front50	v2.41.0	NotificationController.saveGlobal	POST	/notifications/global	-	-	-	Notification	void	-	-	untyped-body	CLAIM-S2-R0466 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/NotificationController.java:43
front50	v2.41.0	NotificationController.listByApplication	GET	/notifications/{type}/{name}	type,name	-	-	-	Notification	-	-	untyped-return	CLAIM-S2-R0467 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/NotificationController.java:49
front50	v2.41.0	NotificationController.batchUpdate	POST	/notifications/batchUpdate	-	-	-	List<Notification>	void	-	-	untyped-body	CLAIM-S2-R0468 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/NotificationController.java:74
front50	v2.41.0	NotificationController.save	POST	/notifications/{type}/{name}	type,name	-	-	Notification	void	-	-	untyped-body	CLAIM-S2-R0469 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/NotificationController.java:89
front50	v2.41.0	NotificationController.delete	DELETE	/notifications/{type}/{name}	type,name	-	-	-	void	-	-	typed	CLAIM-S2-R0470 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/NotificationController.java:101
front50	v2.41.0	PermissionsController.getAllApplicationPermissions	GET	/permissions/applications	-	-	-	-	Set<Application.Permission>	-	-	typed	CLAIM-S2-R0471 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/PermissionsController.java:20
front50	v2.41.0	PermissionsController.getApplicationPermission	GET	/permissions/applications/{appName:.+}	appName	-	-	-	Application.Permission	-	-	typed	CLAIM-S2-R0472 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/PermissionsController.java:25
front50	v2.41.0	PermissionsController.createApplicationPermission	POST	/permissions/applications	-	-	-	Application.Permission	Application.Permission	-	-	typed	CLAIM-S2-R0473 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/PermissionsController.java:31
front50	v2.41.0	PermissionsController.updateApplicationPermission	PUT	/permissions/applications/{appName:.+}	appName	-	-	Application.Permission	Application.Permission	-	-	typed	CLAIM-S2-R0474 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/PermissionsController.java:37
front50	v2.41.0	PermissionsController.deleteApplicationPermission	DELETE	/permissions/applications/{appName:.+}	appName	-	-	-	void	-	-	typed	CLAIM-S2-R0475 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/PermissionsController.java:43
front50	v2.41.0	PipelineController.list	GET	/pipelines	-	restricted:optional,refresh:optional,enabledPipelines:optional,enabledTriggers:optional,triggerTypes:optional	-	-	Collection<Pipeline>	-	-	typed	CLAIM-S2-R0476 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/PipelineController.java:109
front50	v2.41.0	PipelineController.getTriggeredPipelines	GET	/pipelines/triggeredBy/{id:.+}/{status}	id,status	restricted:optional,refresh:optional	-	-	Collection<Pipeline>	-	-	typed	CLAIM-S2-R0477 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/PipelineController.java:164
front50	v2.41.0	PipelineController.listByApplication	GET	/pipelines/{application:.+}	application	pipelineNameFilter:optional,refresh:optional,enabledPipelines:optional	-	-	List<Pipeline>	-	-	typed	CLAIM-S2-R0478 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/PipelineController.java:201
front50	v2.41.0	PipelineController.getHistory	GET	/pipelines/{id:.+}/history	id	limit:optional	-	-	Collection<Pipeline>	-	-	typed	CLAIM-S2-R0479 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/PipelineController.java:263
front50	v2.41.0	PipelineController.get	GET	/pipelines/{id:.+}/get	id	-	-	-	Pipeline	-	-	typed	CLAIM-S2-R0480 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/PipelineController.java:271
front50	v2.41.0	PipelineController.getByApplicationAndName	GET	/pipelines/{application:.+}/name/{name:.+}	application,name	refresh:optional	-	-	Pipeline	-	-	typed	CLAIM-S2-R0481 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/PipelineController.java:278
front50	v2.41.0	PipelineController.save	POST	/pipelines	-	staleCheck:optional	-	Pipeline	Pipeline	-	-	typed	CLAIM-S2-R0482 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/PipelineController.java:290
front50	v2.41.0	PipelineController.batchUpdate	POST	/pipelines/batchUpdate	-	staleCheck:optional	-	List<Map<String, Object>>	Map<String, Object>	-	-	untyped-both	CLAIM-S2-R0483 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/PipelineController.java:322
front50	v2.41.0	PipelineController.delete	DELETE	/pipelines/{application}/{pipeline:.+}	application,pipeline	-	-	-	void	-	-	typed	CLAIM-S2-R0484 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/PipelineController.java:389
front50	v2.41.0	PipelineController.update	PUT	/pipelines/{id}	id	staleCheck:optional	-	Pipeline	Pipeline	-	-	typed	CLAIM-S2-R0485 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/PipelineController.java:409
front50	v2.41.0	PipelineTemplateController.list	GET	/pipelineTemplates	-	scopes:optional	-	-	List<PipelineTemplate>	-	-	untyped-return	CLAIM-S2-R0486 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/PipelineTemplateController.java:60
front50	v2.41.0	PipelineTemplateController.save	POST	/pipelineTemplates	-	-	-	PipelineTemplate	void	-	-	untyped-body	CLAIM-S2-R0487 source:spinnaker/front50@v2.41.0 front50-web/src/main/java/com/netflix/spinnaker/front50/controllers/PipelineTemplateController.java:66
